"Jurisdiction","Product Name(s)","Disease Area(s)","Patent Description","Patent Status","Patent Application Date (dd/mm/yyyy)","Patent Application Number","Publication / Grant Number(s)","Expected Expiry Date (dd/mm/yyyy)","Last Updated On (dd/mm/yyyy)","Priority Number(s)","PCT Related Application","Other PCT Related Application(s)"
Brazil,Tocilizumab  162 mg/0.9ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Tocilizumab or any IL-6 receptor antagonist use to treat infant chronic arthritis-relating diseases,Rejected - under appeal,01/04/2002,BR0208636,BR0208636A,01/04/2022,23/02/2021,JP2001109131 JP0203312 JP2001103627,WO02080969A1,,,
Brazil,Tocilizumab  162 mg/0.9ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Anti-IL-6R antibody compositions comprising methotrexate for treating IL-6 related diseases,Rejected,27/04/2004,BRPI0409910,BRPI0409910A,,14/04/2021,GB0309619 JP2004006211,WO2004096273A1,,,
Brazil,Tocilizumab  162 mg/0.9ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Anti-IL-6R antibody compositions comprising methotrexate for treating IL-6 related diseases,Rejected,24/02/2019,BR122019003818,,,27/11/2020,,WO2004096273A1,,,
Brazil,Tocilizumab  162 mg/0.9ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Anti-IL-6R antibody use in preventing or treating vasculitis,Granted,16/12/2004,BRPI0417072,BRPI0417072A BRPI0417072B1 BRPI0417072B8,16/12/2024,29/07/2021,JP2004019463 JP2003423517,WO2005061000A1,,,
Brazil,Tocilizumab  162 mg/0.9ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",An antibody containing liquid formulation (not been subject to lyophilisation),Granted,25/12/2008,BRPI0818903,BRPI0818903A2 BRPI0818903B1 BRPI0818903B8,25/12/2028,29/07/2021,JP2008073798 JP2007336310,WO2009084659A1,,,
Brazil,Tocilizumab  162 mg/0.9ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Tocilizumab (antibodies to human interleukin-6 receptor),Not Filed,,,,,,,,,
Brazil,Tocilizumab  20 mg/ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Tocilizumab or any IL-6 receptor antagonist use to treat infant chronic arthritis-relating diseases,Rejected - under appeal,01/04/2002,BR0208636,BR0208636A,01/04/2022,23/02/2021,JP2001109131 JP0203312 JP2001103627,WO02080969A1,,,
Brazil,Tocilizumab  20 mg/ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Anti IL-6 receptor antibody-containing solution (with sucrose  and Polysorbate),Granted,13/02/2003,BR0307702,BR0307702A BRPI0307702B1 BRPI0307702B8,13/02/2023,30/07/2021,JP0301563 JP2002036244,WO03068259A1,WO03068259A1 WO03068260A1,,
Brazil,Tocilizumab  20 mg/ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Anti-IL-6R antibody compositions comprising methotrexate for treating IL-6 related diseases,Rejected,27/04/2004,BRPI0409910,BRPI0409910A,,14/04/2021,GB0309619 JP2004006211,WO2004096273A1,,,
Brazil,Tocilizumab  20 mg/ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Anti-IL-6R antibody compositions comprising methotrexate for treating IL-6 related diseases,Rejected,24/02/2019,BR122019003818,,,27/11/2020,,WO2004096273A1,,,
Brazil,Tocilizumab  20 mg/ml,"Arthritis, Juvenile Rheumatoid, COVID-19 (drug candidate), Cytokine Release Syndrome, Spondylitis, Ankylosing",Tocilizumab (antibodies to human interleukin-6 receptor),Not Filed,,,,,,,,,
